Source,Target,Association
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/V_ISSUE_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_ISSUE_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_TRANS~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/CC_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CC_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/V_AMOUNT~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_AMOUNT~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/RWD_PMETH_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_PMETH_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/EXP_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/RWD_USER_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/V_EXPIRY_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_EXPIRY_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/CVV_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CVV_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/NAME_ON_CARD~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/NAME_ON_CARD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/V_STATUS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/V_ISSUE_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_ISSUE_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PMETH/NSEN_PMETH.parquet/schema/VOUCHER_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/VOUCHER_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_CARD_STATUS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_POSTCODE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_POSTCODE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_CITY~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CITY~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_BIRTH_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_BIRTH_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_GENDER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_GENDER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_CARD_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_USER_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_STATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_STATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_PHONE_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_REG_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_REG_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_LAST_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_FIRST_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_FIRST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_ADDRESS2~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS2~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/USER_PASSWORD~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_PASSWORD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_CARD_EXP_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/USER_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_EMAIL_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/RWD_ADDRESS1~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS1~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_USER/NSEN_USER.parquet/schema/POINT_BALANCE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/POINT_BALANCE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PROD.json~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PROD.json/root/NS_RWD_PRODArray/NS_RWD_PROD/UNIT_PRICE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/UNIT_PRICE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PROD.json/root/NS_RWD_PRODArray/NS_RWD_PROD/QTY_ON_HAND~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/QTY_ON_HAND~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PROD.json/root/NS_RWD_PRODArray/NS_RWD_PROD/RWD_ITEM_DESC~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_ITEM_DESC~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PROD.json/root/NS_RWD_PRODArray/NS_RWD_PROD/RWD_PRODUCT_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_CARD_EXP_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_REG_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_REG_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_CARD_STATUS~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_EMAIL_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_USER_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_GENDER~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_GENDER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/USER_PASSWORD~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_PASSWORD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_ADDRESS1~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS1~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_STATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_STATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_ADDRESS2~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS2~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_CITY~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CITY~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/POINT_BALANCE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/POINT_BALANCE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_BIRTH_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_BIRTH_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_LAST_NAME~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/USER_NAME~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_PHONE_NUMBER~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_POSTCODE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_POSTCODE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_CARD_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_USER/NSEN_USER.csv/RWD_FIRST_NAME~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_FIRST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/nsen/nsen_prod~com.infa.odin.models.relational.ExternalTable,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_prod~com.infa.odin.models.relational.Table,core.DataSetDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/nsen/nsen_prod/qty_on_hand~com.infa.odin.models.relational.ExternalColumn,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_prod/NS_PROD_QTY_ON_HAND~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/pubsec2024/nsen_user~com.infa.odin.models.relational.ExternalTable,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_user~com.infa.odin.models.relational.Table,core.DataSetDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/pubsec2024/nsen_trans~com.infa.odin.models.relational.ExternalTable,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_trans~com.infa.odin.models.relational.Table,core.DataSetDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/pubsec2024/nsen_trans/rwd_card_id~com.infa.odin.models.relational.ExternalColumn,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_trans/NS_MKTG_TRANS_RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/nsen/nsen_user~com.infa.odin.models.relational.ExternalTable,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_user~com.infa.odin.models.relational.Table,core.DataSetDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/pubsec2024/nsen_prod~com.infa.odin.models.relational.ExternalTable,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_prod~com.infa.odin.models.relational.Table,core.DataSetDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/pubsec2024/nsen_prod/qty_on_hand~com.infa.odin.models.relational.ExternalColumn,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_prod/NS_PROD_QTY_ON_HAND~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/nsen/nsen_trans~com.infa.odin.models.relational.ExternalTable,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_trans~com.infa.odin.models.relational.Table,core.DataSetDataFlow
1bba67b4-1e01-324a-8dac-7d093b2fe538://ATHENA-DB/nsen/nsen_trans/rwd_card_id~com.infa.odin.models.relational.ExternalColumn,64dbf652-1aa5-39b7-8f52-4d6ca8af075e://presales_unitycatalog/nsen/ns_mktg_trans/NS_MKTG_TRANS_RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
